COUNTRY_ID,country,year,p.mean,p.lower,p.upper
PNG,Papua New Guinea,2013,0.015819422,1.44E-05,0.133741306
PNG,Papua New Guinea,2014,0.016281705,1.83E-05,0.153845492
PNG,Papua New Guinea,2015,0.018164565,1.76E-05,0.159914464
PNG,Papua New Guinea,2016,0.017773605,1.76E-05,0.137586188
PNG,Papua New Guinea,2017,0.021693301,2.03E-05,0.185053672
PNG,Papua New Guinea,2018,0.037609313,6.10E-05,0.291258255
PNG,Papua New Guinea,2019,0.052079286,0.00011293,0.401440921
PRK,North Korea,1990,0.042303532,2.28E-05,0.33433719
PRK,North Korea,1991,0.047824664,2.22E-05,0.355319825
PRK,North Korea,1992,0.04373061,3.50E-05,0.306877383
PRK,North Korea,1993,0.047666038,6.19E-05,0.356809354
PRK,North Korea,1994,0.054197322,0.000104598,0.367892125
PRK,North Korea,1995,0.061182238,0.000165478,0.418699609
PRK,North Korea,1996,0.07811399,0.000312611,0.454563696
PRK,North Korea,1997,0.12764759,0.000906272,0.645964921
PRK,North Korea,1998,0.114168127,0.000616375,0.626374699
PRK,North Korea,1999,0.216218543,0.002299112,0.823720939
PRK,North Korea,2000,0.189872646,0.002120438,0.802996246
PRK,North Korea,2001,0.4536925,0.018354812,0.969624046
PRK,North Korea,2002,0.36740167,0.009807234,0.961501196
PRK,North Korea,2003,0.446067896,0.017328134,0.977881492
PRK,North Korea,2004,0.528507174,0.032749091,0.986182368
PRK,North Korea,2005,0.543986506,0.042578338,0.988284783
PRK,North Korea,2006,0.521381854,0.0316914,0.980028525
PRK,North Korea,2007,0.565417905,0.039146523,0.986581618
PRK,North Korea,2008,0.638307412,0.064359854,0.993762195
PRK,North Korea,2009,0.687271429,0.098740918,0.996789665
PRK,North Korea,2010,0.729894166,0.144041655,0.997552734
PRK,North Korea,2011,0.763377853,0.195317409,0.998156505
PRK,North Korea,2012,0.803742329,0.206930498,0.99898486
PRK,North Korea,2013,0.83031037,0.284188316,0.999178076
PRK,North Korea,2014,0.862240149,0.342456092,0.999461903
PRK,North Korea,2015,0.877354329,0.380603918,0.999627579
PRK,North Korea,2016,0.884957285,0.366842565,0.999680572
PRK,North Korea,2017,0.897415473,0.417475818,0.999769799
PRK,North Korea,2018,0.913706073,0.487939174,0.999878969
PRK,North Korea,2019,0.92213234,0.520389604,0.999926056
THA,Thailand,1990,0.049241737,6.87E-05,0.314962116
THA,Thailand,1991,0.051685644,9.39E-05,0.323721462
THA,Thailand,1992,0.063009039,0.000147437,0.357136888
THA,Thailand,1993,0.069104798,0.000238322,0.382116935
THA,Thailand,1994,0.100426676,0.000535476,0.502685725
THA,Thailand,1995,0.129047071,0.001224255,0.592167182
THA,Thailand,1996,0.1384937,0.002120614,0.608192899
THA,Thailand,1997,0.16582729,0.002985373,0.63244967
THA,Thailand,1998,0.207873787,0.005112032,0.73790037
THA,Thailand,1999,0.286712544,0.010313969,0.844655988
THA,Thailand,2000,0.367178317,0.020506834,0.896374386
THA,Thailand,2001,0.439942865,0.031473032,0.936084714
THA,Thailand,2002,0.542375372,0.055892505,0.967525865
THA,Thailand,2003,0.644999255,0.111592562,0.98831504
THA,Thailand,2004,0.694890581,0.134936638,0.991417628
THA,Thailand,2005,0.747855513,0.225380524,0.994469719
THA,Thailand,2006,0.740886966,0.173610028,0.993038669
THA,Thailand,2007,0.783092364,0.258240261,0.995391687
THA,Thailand,2008,0.841679158,0.348547047,0.997910917
THA,Thailand,2009,0.880193256,0.45445395,0.998754071
THA,Thailand,2010,0.901904961,0.52108623,0.999203568
THA,Thailand,2011,0.909673858,0.556593557,0.999351511
THA,Thailand,2012,0.92219359,0.589074918,0.999516687
THA,Thailand,2013,0.929048332,0.601288175,0.999557157
THA,Thailand,2014,0.929603529,0.622082006,0.999607186
THA,Thailand,2015,0.932716231,0.6070843,0.999641695
THA,Thailand,2016,0.930792723,0.586410301,0.999632357
