location,year,AWARE,"DDD/1,000/day",proportion
Kuwait,2013,Reserve,0.008,0.001
Kuwait,2014,Access,9.571,0.644
Kuwait,2014,Watch,5.273,0.355
Kuwait,2014,Reserve,0.021,0.001
Kuwait,2015,Access,7.851,0.63
Kuwait,2015,Watch,4.58,0.368
Kuwait,2015,Reserve,0.025,0.002
Kuwait,2016,Access,11.784,0.707
Kuwait,2016,Watch,4.881,0.293
Kuwait,2016,Reserve,0.001,0
Kuwait,2017,Access,9.178,0.672
Kuwait,2017,Watch,4.482,0.328
Kuwait,2017,Reserve,0.002,0
Kuwait,2018,Access,5.826,0.555
Kuwait,2018,Watch,4.632,0.441
Kuwait,2018,Reserve,0.045,0.004
Lebanon,2000,Access,7.764,0.599
Lebanon,2000,Watch,4.989,0.385
Lebanon,2000,Reserve,0.029,0.002
Lebanon,2000,Other,0.182,0.014
Lebanon,2001,Access,7.672,0.589
Lebanon,2001,Watch,5.229,0.401
Lebanon,2001,Reserve,0.017,0.001
Lebanon,2001,Other,0.108,0.008
Lebanon,2002,Access,7.418,0.596
Lebanon,2002,Watch,4.91,0.395
Lebanon,2002,Reserve,0.018,0.001
Lebanon,2002,Other,0.098,0.008
Lebanon,2003,Access,7.698,0.566
Lebanon,2003,Watch,5.806,0.427
Lebanon,2003,Reserve,0.035,0.003
Lebanon,2003,Other,0.056,0.004
Lebanon,2004,Access,7.777,0.581
Lebanon,2004,Watch,5.569,0.416
Lebanon,2004,Reserve,0.013,0.001
Lebanon,2004,Other,0.028,0.002
Lebanon,2005,Access,7.197,0.559
Lebanon,2005,Watch,5.623,0.437
Lebanon,2005,Reserve,0.009,0.001
Lebanon,2005,Other,0.046,0.004
Lebanon,2006,Access,6.896,0.54
Lebanon,2006,Watch,5.816,0.455
Lebanon,2006,Reserve,0.036,0.003
Lebanon,2006,Other,0.033,0.003
Lebanon,2007,Access,6.303,0.53
Lebanon,2007,Watch,5.562,0.468
Lebanon,2007,Reserve,0.003,0
Lebanon,2007,Other,0.016,0.001
Lebanon,2008,Access,6.614,0.555
Lebanon,2008,Watch,5.23,0.439
Lebanon,2008,Reserve,0.015,0.001
Lebanon,2008,Other,0.063,0.005
Lebanon,2009,Access,8.108,0.551
Lebanon,2009,Watch,6.596,0.448
Lebanon,2009,Reserve,0.008,0.001
Lebanon,2009,Other,0.016,0.001
Lebanon,2010,Access,8.006,0.572
Lebanon,2010,Watch,5.954,0.426
Lebanon,2010,Reserve,0.008,0.001
Lebanon,2010,Other,0.019,0.001
Lebanon,2011,Access,9.236,0.562
Lebanon,2011,Watch,7.154,0.435
Lebanon,2011,Reserve,0.023,0.001
Lebanon,2011,Other,0.031,0.002
Lebanon,2012,Access,9.091,0.605
Lebanon,2012,Watch,5.901,0.393
Lebanon,2012,Reserve,0.012,0.001
Lebanon,2012,Other,0.023,0.002
Lebanon,2013,Access,9.2,0.595
Lebanon,2013,Watch,6.246,0.404
Lebanon,2013,Reserve,0.01,0.001
Lebanon,2013,Other,0.012,0.001
Lebanon,2014,Access,11.729,0.645
Lebanon,2014,Watch,6.41,0.352
Lebanon,2014,Reserve,0.025,0.001
Lebanon,2014,Other,0.034,0.002
Lebanon,2015,Access,13.974,0.644
Lebanon,2015,Watch,7.683,0.354
Lebanon,2015,Reserve,0.041,0.002
Lebanon,2015,Other,0.003,0
Lebanon,2016,Access,15.669,0.648
Lebanon,2016,Watch,8.465,0.35
Lebanon,2016,Reserve,0.028,0.001
Lebanon,2016,Other,0.002,0
Lebanon,2017,Access,15.605,0.65
Lebanon,2017,Watch,8.333,0.347
Lebanon,2017,Reserve,0.057,0.002
Lebanon,2017,Other,0.022,0.001
Lebanon,2018,Access,13.273,0.625
Lebanon,2018,Watch,7.882,0.371
Lebanon,2018,Reserve,0.041,0.002
Lebanon,2018,Other,0.05,0.002
Morocco,2000,Access,5.915,0.802
Morocco,2000,Watch,1.459,0.198
Morocco,2000,Other,0,0
Morocco,2000,Reserve,0.003,0
Morocco,2001,Access,5.714,0.802
Morocco,2001,Watch,1.411,0.198
Morocco,2001,Other,0.001,0
Morocco,2001,Reserve,0.003,0
Morocco,2002,Access,6.109,0.801
Morocco,2002,Watch,1.517,0.199
Morocco,2002,Other,0,0
Morocco,2002,Reserve,0.003,0
Morocco,2003,Access,6.053,0.802
Morocco,2003,Watch,1.492,0.198
Morocco,2003,Other,0.001,0
Morocco,2003,Reserve,0.003,0
Morocco,2004,Access,5.797,0.778
Morocco,2004,Watch,1.648,0.221
Morocco,2004,Other,0.002,0
Morocco,2004,Reserve,0.004,0.001
Morocco,2005,Access,5.825,0.745
Morocco,2005,Watch,1.99,0.255
Morocco,2005,Other,0,0
Morocco,2005,Reserve,0.002,0
Morocco,2006,Access,6.438,0.748
Morocco,2006,Watch,2.159,0.251
Morocco,2006,Other,0.002,0
Morocco,2006,Reserve,0.002,0
Morocco,2007,Access,6.686,0.735
Morocco,2007,Watch,2.404,0.264
Morocco,2007,Other,0,0
Morocco,2007,Reserve,0.001,0
Morocco,2008,Access,7.5,0.752
Morocco,2008,Watch,2.472,0.248
Morocco,2008,Other,0,0
Morocco,2008,Reserve,0.001,0
Morocco,2009,Access,8.201,0.742
Morocco,2009,Watch,2.833,0.256
Morocco,2009,Other,0.016,0.001
Morocco,2009,Reserve,0.002,0
Morocco,2010,Access,7.656,0.733
Morocco,2010,Watch,2.776,0.266
Morocco,2010,Other,0.006,0.001
Morocco,2010,Reserve,0.003,0
Morocco,2011,Access,8.103,0.741
Morocco,2011,Watch,2.817,0.258
Morocco,2011,Other,0,0
Morocco,2011,Reserve,0.009,0.001
Morocco,2012,Access,8.4,0.738
Morocco,2012,Watch,2.972,0.261
Morocco,2012,Other,0.002,0
Morocco,2012,Reserve,0.012,0.001
Morocco,2013,Access,8.753,0.734
Morocco,2013,Watch,3.168,0.266
Morocco,2013,Other,0.001,0
Morocco,2013,Reserve,0.008,0.001
Morocco,2014,Access,9.972,0.748
Morocco,2014,Watch,3.364,0.252
Morocco,2015,Access,11.01,0.748
Morocco,2015,Watch,3.709,0.252
Morocco,2016,Access,10.288,0.734
Morocco,2016,Watch,3.736,0.266
Morocco,2017,Access,10.793,0.734
Morocco,2017,Watch,3.912,0.266
Morocco,2018,Access,10.628,0.73
Morocco,2018,Watch,3.924,0.27
Saudi Arabia,2000,Access,7.251,0.668
Saudi Arabia,2000,Watch,3.548,0.327
Saudi Arabia,2000,Reserve,0.014,0.001
Saudi Arabia,2000,Other,0.042,0.004
Saudi Arabia,2001,Access,7.613,0.632
Saudi Arabia,2001,Watch,4.414,0.366
Saudi Arabia,2001,Reserve,0.016,0.001
Saudi Arabia,2001,Other,0.006,0
Saudi Arabia,2002,Access,7.918,0.621
Saudi Arabia,2002,Watch,4.785,0.376
Saudi Arabia,2002,Reserve,0.029,0.002
Saudi Arabia,2002,Other,0.012,0.001
Saudi Arabia,2003,Access,8.408,0.581
Saudi Arabia,2003,Watch,6.061,0.419
Saudi Arabia,2003,Reserve,0.002,0
Saudi Arabia,2003,Other,0.003,0
Saudi Arabia,2004,Access,8.235,0.579
Saudi Arabia,2004,Watch,5.987,0.421
Saudi Arabia,2004,Reserve,0.002,0
Saudi Arabia,2004,Other,0.007,0.001
Saudi Arabia,2005,Access,8.875,0.555
Saudi Arabia,2005,Watch,7.089,0.443
Saudi Arabia,2005,Reserve,0.016,0.001
Saudi Arabia,2005,Other,0.018,0.001
Saudi Arabia,2006,Access,9.28,0.523
Saudi Arabia,2006,Watch,8.461,0.477
Saudi Arabia,2006,Reserve,0.004,0
Saudi Arabia,2006,Other,0,0
Saudi Arabia,2007,Access,8.971,0.489
Saudi Arabia,2007,Watch,9.378,0.511
Saudi Arabia,2007,Reserve,0.001,0
Saudi Arabia,2007,Other,0,0
Saudi Arabia,2008,Access,9.578,0.522
Saudi Arabia,2008,Watch,8.78,0.478
Saudi Arabia,2008,Reserve,0.001,0
Saudi Arabia,2008,Other,0,0
Saudi Arabia,2009,Access,10.324,0.512
Saudi Arabia,2009,Watch,9.839,0.488
Saudi Arabia,2009,Reserve,0.003,0
Saudi Arabia,2009,Other,0,0
Saudi Arabia,2010,Access,11.23,0.522
Saudi Arabia,2010,Watch,10.287,0.478
Saudi Arabia,2010,Reserve,0.002,0
Saudi Arabia,2010,Other,0,0
Saudi Arabia,2011,Access,10.967,0.511
Saudi Arabia,2011,Watch,10.511,0.489
Saudi Arabia,2011,Reserve,0.001,0
Saudi Arabia,2011,Other,0,0
Saudi Arabia,2012,Access,10.978,0.499
Saudi Arabia,2012,Watch,11.041,0.501
Saudi Arabia,2012,Reserve,0.002,0
Saudi Arabia,2012,Other,0,0
Saudi Arabia,2013,Access,11.812,0.497
Saudi Arabia,2013,Watch,11.973,0.503
Saudi Arabia,2013,Reserve,0.002,0
Saudi Arabia,2013,Other,0,0
Saudi Arabia,2014,Access,13.481,0.529
Saudi Arabia,2014,Watch,11.978,0.47
Saudi Arabia,2014,Reserve,0.004,0
Saudi Arabia,2015,Access,13.638,0.535
Saudi Arabia,2015,Watch,11.862,0.465
Saudi Arabia,2015,Reserve,0.005,0
Saudi Arabia,2016,Access,13.515,0.54
Saudi Arabia,2016,Watch,11.505,0.46
Saudi Arabia,2016,Reserve,0.003,0
Saudi Arabia,2017,Access,11.752,0.534
Saudi Arabia,2017,Watch,10.255,0.466
Saudi Arabia,2017,Reserve,0.004,0
Saudi Arabia,2018,Access,8.863,0.515
Saudi Arabia,2018,Watch,8.359,0.485
Saudi Arabia,2018,Reserve,0.004,0
Tunisia,2000,Access,8.156,0.67
Tunisia,2000,Watch,4.005,0.329
Tunisia,2000,Reserve,0.007,0.001
Tunisia,2001,Access,8.687,0.692
Tunisia,2001,Watch,3.863,0.308
Tunisia,2001,Reserve,0.004,0
Tunisia,2002,Access,9.044,0.684
Tunisia,2002,Watch,4.163,0.315
Tunisia,2002,Reserve,0.006,0
Tunisia,2003,Access,9.294,0.688
Tunisia,2003,Watch,4.205,0.311
Tunisia,2003,Reserve,0.003,0
Tunisia,2004,Access,9.313,0.68
Tunisia,2004,Watch,4.383,0.32
Tunisia,2004,Reserve,0.002,0
Tunisia,2005,Access,9.919,0.685
Tunisia,2005,Watch,4.563,0.315
Tunisia,2005,Reserve,0.008,0.001
Tunisia,2006,Access,9.983,0.683
Tunisia,2006,Watch,4.636,0.317
Tunisia,2006,Reserve,0.005,0
Tunisia,2007,Access,10.413,0.666
Tunisia,2007,Watch,5.206,0.333
Tunisia,2007,Reserve,0.006,0
Tunisia,2008,Access,10.277,0.651
Tunisia,2008,Watch,5.496,0.348
Tunisia,2008,Reserve,0.006,0
Tunisia,2009,Access,13.689,0.67
Tunisia,2009,Watch,6.725,0.329
Tunisia,2009,Reserve,0.006,0
Tunisia,2010,Access,13.401,0.659
Tunisia,2010,Watch,6.921,0.34
Tunisia,2010,Reserve,0.004,0
Tunisia,2011,Access,21.964,0.73
Tunisia,2011,Watch,8.121,0.27
Tunisia,2011,Reserve,0.007,0
Tunisia,2012,Access,24.682,0.731
Tunisia,2012,Watch,9.096,0.269
Tunisia,2012,Reserve,0.01,0
Tunisia,2013,Access,25.7,0.734
Tunisia,2013,Watch,9.292,0.265
Tunisia,2013,Reserve,0.011,0
Tunisia,2014,Access,28.552,0.781
Tunisia,2014,Watch,8.005,0.219
Tunisia,2014,Reserve,0.003,0
Tunisia,2015,Access,27.957,0.779
Tunisia,2015,Watch,7.92,0.221
Tunisia,2015,Reserve,0.003,0
Tunisia,2016,Access,28.432,0.783
Tunisia,2016,Watch,7.868,0.217
Tunisia,2016,Reserve,0.003,0
Tunisia,2017,Access,29.748,0.786
Tunisia,2017,Watch,8.107,0.214
Tunisia,2017,Reserve,0.004,0
Tunisia,2018,Access,28.953,0.774
Tunisia,2018,Watch,8.446,0.226
Tunisia,2018,Reserve,0.004,0
Turkey,2000,Access,8.232,0.567
Turkey,2000,Reserve,0,0
Turkey,2000,Watch,6.213,0.428
Turkey,2000,Other,0.082,0.006
Turkey,2001,Access,7.603,0.553
Turkey,2001,Reserve,0,0
Turkey,2001,Watch,6.101,0.443
Turkey,2001,Other,0.056,0.004
Turkey,2002,Access,8.027,0.55
Turkey,2002,Reserve,0,0
Turkey,2002,Watch,6.517,0.447
Turkey,2002,Other,0.048,0.003
Turkey,2003,Access,8.222,0.533
Turkey,2003,Reserve,0,0
Turkey,2003,Watch,7.146,0.463
Turkey,2003,Other,0.055,0.004
Turkey,2004,Access,9.57,0.518
Turkey,2004,Reserve,0,0
Turkey,2004,Watch,8.847,0.479
Turkey,2004,Other,0.042,0.002
Turkey,2005,Access,13.657,0.476
Turkey,2005,Reserve,0,0
Turkey,2005,Watch,14.976,0.522
Turkey,2005,Other,0.03,0.001
Turkey,2006,Access,13.557,0.466
Turkey,2006,Reserve,0.001,0
Turkey,2006,Watch,15.497,0.533
Turkey,2006,Other,0.025,0.001
Turkey,2007,Access,14.216,0.473
Turkey,2007,Reserve,0.002,0
Turkey,2007,Watch,15.743,0.523
Turkey,2007,Other,0.122,0.004
Turkey,2008,Access,14.306,0.459
Turkey,2008,Reserve,0.003,0
Turkey,2008,Watch,16.729,0.537
Turkey,2008,Other,0.133,0.004
Turkey,2009,Access,14.421,0.438
Turkey,2009,Reserve,0.005,0
Turkey,2009,Watch,18.383,0.559
Turkey,2009,Other,0.099,0.003
Turkey,2010,Access,14.948,0.431
Turkey,2010,Reserve,0.009,0
Turkey,2010,Watch,19.648,0.567
Turkey,2010,Other,0.044,0.001
Turkey,2011,Access,15.604,0.421
Turkey,2011,Reserve,0.017,0
Turkey,2011,Watch,21.455,0.578
Turkey,2011,Other,0.024,0.001
Turkey,2012,Access,16.306,0.441
Turkey,2012,Reserve,0.021,0.001
Turkey,2012,Watch,20.649,0.558
Turkey,2012,Other,0.029,0.001
Turkey,2013,Access,16.615,0.443
Turkey,2013,Reserve,0.025,0.001
Turkey,2013,Watch,20.846,0.556
Turkey,2013,Other,0.029,0.001
Turkey,2014,Access,18.164,0.445
Turkey,2014,Reserve,0.023,0.001
Turkey,2014,Other,0.028,0.001
Turkey,2014,Watch,22.63,0.554
Turkey,2015,Access,18.652,0.465
Turkey,2015,Reserve,0.026,0.001
Turkey,2015,Other,0.024,0.001
Turkey,2015,Watch,21.431,0.534
Turkey,2016,Access,19.426,0.489
Turkey,2016,Reserve,0.027,0.001
Turkey,2016,Other,0.029,0.001
Turkey,2016,Watch,20.224,0.509
Turkey,2017,Access,17.713,0.5
Turkey,2017,Reserve,0.029,0.001
Turkey,2017,Other,0.162,0.005
Turkey,2017,Watch,17.503,0.494
Turkey,2018,Access,18.617,0.525
Turkey,2018,Reserve,0.033,0.001
Turkey,2018,Other,0.017,0
Turkey,2018,Watch,16.786,0.473
United Arab Emirates,2000,Access,6.372,0.619
United Arab Emirates,2000,Watch,3.497,0.34
United Arab Emirates,2000,Reserve,0.025,0.002
United Arab Emirates,2000,Other,0.401,0.039
United Arab Emirates,2001,Access,7.011,0.618
United Arab Emirates,2001,Watch,3.835,0.338
United Arab Emirates,2001,Reserve,0.025,0.002
United Arab Emirates,2001,Other,0.471,0.042
United Arab Emirates,2002,Access,8.158,0.63
United Arab Emirates,2002,Watch,4.32,0.334
United Arab Emirates,2002,Reserve,0.01,0.001
United Arab Emirates,2002,Other,0.462,0.036
United Arab Emirates,2003,Access,10.09,0.659
United Arab Emirates,2003,Watch,4.772,0.312
United Arab Emirates,2003,Reserve,0.054,0.004
United Arab Emirates,2003,Other,0.403,0.026
United Arab Emirates,2004,Access,10.5,0.637
United Arab Emirates,2004,Watch,5.554,0.337
United Arab Emirates,2004,Reserve,0.011,0.001
United Arab Emirates,2004,Other,0.429,0.026
United Arab Emirates,2005,Access,11.888,0.609
United Arab Emirates,2005,Watch,7.171,0.367
United Arab Emirates,2005,Reserve,0.007,0
United Arab Emirates,2005,Other,0.455,0.023
United Arab Emirates,2006,Access,11.785,0.571
United Arab Emirates,2006,Watch,8.395,0.407
United Arab Emirates,2006,Reserve,0.008,0
United Arab Emirates,2006,Other,0.459,0.022
United Arab Emirates,2007,Access,11.557,0.543
United Arab Emirates,2007,Watch,9.278,0.436
United Arab Emirates,2007,Reserve,0.003,0
United Arab Emirates,2007,Other,0.432,0.02
United Arab Emirates,2008,Access,10.122,0.508
United Arab Emirates,2008,Watch,9.525,0.478
United Arab Emirates,2008,Reserve,0.005,0
United Arab Emirates,2008,Other,0.29,0.015
United Arab Emirates,2009,Access,8.853,0.457
United Arab Emirates,2009,Watch,10.241,0.529
United Arab Emirates,2009,Reserve,0.001,0
United Arab Emirates,2009,Other,0.266,0.014
United Arab Emirates,2010,Access,9.056,0.463
United Arab Emirates,2010,Watch,10.22,0.523
United Arab Emirates,2010,Reserve,0.001,0
United Arab Emirates,2010,Other,0.273,0.014
United Arab Emirates,2011,Access,10.839,0.5
United Arab Emirates,2011,Watch,10.613,0.489
United Arab Emirates,2011,Reserve,0.019,0.001
United Arab Emirates,2011,Other,0.226,0.01
United Arab Emirates,2012,Access,12.467,0.535
United Arab Emirates,2012,Watch,10.54,0.452
United Arab Emirates,2012,Reserve,0.006,0
United Arab Emirates,2012,Other,0.294,0.013
United Arab Emirates,2013,Access,14.359,0.54
United Arab Emirates,2013,Watch,11.979,0.45
United Arab Emirates,2013,Reserve,0.008,0
United Arab Emirates,2013,Other,0.259,0.01
United Arab Emirates,2014,Access,14.866,0.516
United Arab Emirates,2014,Watch,13.609,0.472
United Arab Emirates,2014,Reserve,0.043,0.002
United Arab Emirates,2014,Other,0.286,0.01
United Arab Emirates,2015,Access,16.107,0.497
United Arab Emirates,2015,Watch,15.434,0.476
United Arab Emirates,2015,Reserve,0.091,0.003
United Arab Emirates,2015,Other,0.784,0.024
United Arab Emirates,2016,Access,16.267,0.488
United Arab Emirates,2016,Watch,16.679,0.5
United Arab Emirates,2016,Reserve,0.086,0.003
United Arab Emirates,2016,Other,0.296,0.009
United Arab Emirates,2017,Access,16.046,0.486
United Arab Emirates,2017,Watch,16.684,0.505
United Arab Emirates,2017,Reserve,0.041,0.001
United Arab Emirates,2017,Other,0.274,0.008
United Arab Emirates,2018,Access,16.329,0.491
United Arab Emirates,2018,Watch,16.643,0.501
United Arab Emirates,2018,Reserve,0.058,0.002
United Arab Emirates,2018,Other,0.215,0.006
Bangladesh,2000,Access,5.781,0.784
Bangladesh,2000,Watch,1.573,0.213
Bangladesh,2000,Reserve,0.004,0.001
Bangladesh,2000,Other,0.017,0.002
Bangladesh,2001,Access,6.154,0.715
Bangladesh,2001,Watch,2.431,0.282
Bangladesh,2001,Reserve,0.013,0.002
Bangladesh,2001,Other,0.014,0.002
Bangladesh,2002,Access,5.819,0.652
Bangladesh,2002,Watch,3.077,0.345
Bangladesh,2002,Reserve,0.003,0
Bangladesh,2002,Other,0.019,0.002
Bangladesh,2003,Access,5.168,0.612
Bangladesh,2003,Watch,3.248,0.385
Bangladesh,2003,Reserve,0.008,0.001
Bangladesh,2003,Other,0.02,0.002
Bangladesh,2004,Access,4.84,0.556
Bangladesh,2004,Watch,3.853,0.443
Bangladesh,2004,Reserve,0.003,0
Bangladesh,2004,Other,0.008,0.001
Bangladesh,2005,Access,4.795,0.469
Bangladesh,2005,Watch,5.408,0.529
Bangladesh,2005,Reserve,0.011,0.001
Bangladesh,2005,Other,0.005,0.001
Bangladesh,2006,Access,5.054,0.483
Bangladesh,2006,Watch,5.407,0.516
Bangladesh,2006,Reserve,0.007,0.001
Bangladesh,2006,Other,0.003,0
Bangladesh,2007,Access,4.751,0.443
Bangladesh,2007,Watch,5.955,0.556
Bangladesh,2007,Reserve,0.005,0
Bangladesh,2007,Other,0.004,0
Bangladesh,2008,Access,4.298,0.437
Bangladesh,2008,Watch,5.542,0.563
Bangladesh,2008,Reserve,0.001,0
Bangladesh,2008,Other,0.003,0
Bangladesh,2009,Access,4.364,0.402
Bangladesh,2009,Watch,6.472,0.597
Bangladesh,2009,Reserve,0.005,0
Bangladesh,2009,Other,0.002,0
Bangladesh,2010,Access,4.389,0.364
Bangladesh,2010,Watch,7.679,0.636
Bangladesh,2010,Reserve,0.002,0
Bangladesh,2010,Other,0,0
Bangladesh,2011,Access,4.485,0.338
Bangladesh,2011,Watch,8.769,0.661
Bangladesh,2011,Reserve,0.004,0
Bangladesh,2011,Other,0.004,0
Bangladesh,2012,Access,4.225,0.317
Bangladesh,2012,Watch,9.082,0.682
Bangladesh,2012,Reserve,0.009,0.001
Bangladesh,2012,Other,0,0
Bangladesh,2013,Access,4.079,0.315
Bangladesh,2013,Watch,8.857,0.683
Bangladesh,2013,Reserve,0.022,0.002
Bangladesh,2013,Other,0.001,0
Bangladesh,2014,Access,4.38,0.323
Bangladesh,2014,Watch,9.082,0.669
Bangladesh,2014,Reserve,0.038,0.003
Bangladesh,2014,Other,0.067,0.005
Bangladesh,2015,Access,4.74,0.326
Bangladesh,2015,Watch,9.695,0.668
Bangladesh,2015,Reserve,0.052,0.004
Bangladesh,2015,Other,0.035,0.002
Bangladesh,2016,Access,5.407,0.308
Bangladesh,2016,Watch,12.077,0.687
Bangladesh,2016,Reserve,0.046,0.003
Bangladesh,2016,Other,0.039,0.002
Bangladesh,2017,Access,5.33,0.294
Bangladesh,2017,Watch,12.667,0.7
Bangladesh,2017,Reserve,0.05,0.003
Bangladesh,2017,Other,0.055,0.003
Bangladesh,2018,Access,5.056,0.289
Bangladesh,2018,Watch,12.343,0.706
Bangladesh,2018,Reserve,0.074,0.004
Bangladesh,2018,Other,0.02,0.001
India,2000,Other,0.477,0.079
India,2000,Access,2.713,0.447
India,2000,Watch,2.85,0.469
India,2000,Reserve,0.031,0.005
India,2001,Other,0.566,0.091
India,2001,Access,2.556,0.409
India,2001,Watch,3.112,0.498
India,2001,Reserve,0.015,0.002
India,2002,Other,0.689,0.099
India,2002,Access,2.598,0.372
India,2002,Watch,3.686,0.528
India,2002,Reserve,0.011,0.002
India,2003,Other,0.481,0.068
India,2003,Access,2.455,0.344
India,2003,Watch,4.13,0.579
India,2003,Reserve,0.066,0.009
India,2004,Other,0.472,0.069
India,2004,Access,2.417,0.351
India,2004,Watch,3.988,0.579
India,2004,Reserve,0.011,0.002
India,2005,Other,0.436,0.067
India,2005,Access,2.3,0.354
India,2005,Watch,3.751,0.578
India,2005,Reserve,0.004,0.001
India,2006,Other,0.505,0.067
India,2006,Access,2.663,0.355
India,2006,Watch,4.332,0.577
India,2006,Reserve,0.006,0.001
India,2007,Other,0.531,0.069
India,2007,Access,2.738,0.357
India,2007,Watch,4.393,0.573
India,2007,Reserve,0.009,0.001
India,2008,Other,0.621,0.069
India,2008,Access,3.164,0.351
India,2008,Watch,5.22,0.579
India,2008,Reserve,0.01,0.001
India,2009,Other,0.661,0.067
India,2009,Access,3.351,0.341
India,2009,Watch,5.812,0.591
India,2009,Reserve,0.013,0.001
India,2010,Other,0.636,0.061
India,2010,Access,3.295,0.316
India,2010,Watch,6.478,0.621
India,2010,Reserve,0.018,0.002
India,2011,Other,0.649,0.061
India,2011,Access,3.239,0.303
India,2011,Watch,6.787,0.634
India,2011,Reserve,0.025,0.002
India,2012,Other,0.663,0.061
India,2012,Access,3.198,0.293
India,2012,Watch,7.001,0.643
India,2012,Reserve,0.034,0.003
India,2013,Other,0.651,0.06
India,2013,Access,3.15,0.291
India,2013,Watch,6.984,0.645
India,2013,Reserve,0.049,0.005
India,2014,Access,3.758,0.29
India,2014,Watch,8.352,0.645
India,2014,Reserve,0.076,0.006
India,2014,Other,0.766,0.059
India,2015,Access,3.79,0.284
India,2015,Watch,8.706,0.651
India,2015,Reserve,0.104,0.008
India,2015,Other,0.767,0.057
India,2016,Access,3.975,0.288
India,2016,Watch,8.992,0.651
India,2016,Reserve,0.111,0.008
India,2016,Other,0.729,0.053
India,2017,Access,3.869,0.288
India,2017,Watch,8.739,0.651
India,2017,Reserve,0.126,0.009
India,2017,Other,0.683,0.051
India,2018,Access,3.835,0.273
India,2018,Watch,9.361,0.668
India,2018,Reserve,0.134,0.01
India,2018,Other,0.692,0.049
Pakistan,2000,Other,0.597,0.049
Pakistan,2000,Access,8.354,0.685
Pakistan,2000,Watch,3.239,0.266
Pakistan,2000,Reserve,0.004,0
Pakistan,2001,Other,0.59,0.048
Pakistan,2001,Access,7.705,0.627
Pakistan,2001,Watch,3.976,0.324
Pakistan,2001,Reserve,0.009,0.001
Pakistan,2002,Other,0.604,0.049
Pakistan,2002,Access,8.069,0.66
Pakistan,2002,Watch,3.536,0.289
Pakistan,2002,Reserve,0.012,0.001
Pakistan,2003,Other,0.622,0.047
Pakistan,2003,Access,8.583,0.646
Pakistan,2003,Watch,4.069,0.306
Pakistan,2003,Reserve,0.01,0.001
Pakistan,2004,Other,0.676,0.052
Pakistan,2004,Access,7.955,0.614
Pakistan,2004,Watch,4.3,0.332
Pakistan,2004,Reserve,0.016,0.001
Pakistan,2005,Other,0.659,0.048
Pakistan,2005,Access,8.191,0.591
Pakistan,2005,Watch,4.992,0.36
Pakistan,2005,Reserve,0.011,0.001
Pakistan,2006,Other,0.715,0.046
Pakistan,2006,Access,9.806,0.624
Pakistan,2006,Watch,5.18,0.33
Pakistan,2006,Reserve,0.004,0
Pakistan,2007,Other,0.71,0.047
Pakistan,2007,Access,8.65,0.577
Pakistan,2007,Watch,5.629,0.375
Pakistan,2007,Reserve,0.003,0
Pakistan,2008,Other,0.722,0.045
Pakistan,2008,Access,9.151,0.568
Pakistan,2008,Watch,6.23,0.387
Pakistan,2008,Reserve,0.003,0
Pakistan,2009,Other,0.684,0.041
Pakistan,2009,Access,9.773,0.583
Pakistan,2009,Watch,6.29,0.376
Pakistan,2009,Reserve,0.003,0
Pakistan,2010,Other,0.776,0.049
Pakistan,2010,Access,8.577,0.542
Pakistan,2010,Watch,6.47,0.409
Pakistan,2010,Reserve,0.013,0.001
Pakistan,2011,Other,0.941,0.056
Pakistan,2011,Access,8.668,0.514
Pakistan,2011,Watch,7.244,0.429
Pakistan,2011,Reserve,0.022,0.001
Pakistan,2012,Other,1.022,0.059
Pakistan,2012,Access,9.071,0.522
Pakistan,2012,Watch,7.242,0.417
Pakistan,2012,Reserve,0.037,0.002
Pakistan,2013,Other,0.869,0.048
Pakistan,2013,Access,8.943,0.497
Pakistan,2013,Watch,8.158,0.453
Pakistan,2013,Reserve,0.031,0.002
Pakistan,2014,Access,9.166,0.494
Pakistan,2014,Watch,8.27,0.446
Pakistan,2014,Reserve,0.046,0.002
Pakistan,2014,Other,1.071,0.058
Pakistan,2015,Access,9.208,0.481
Pakistan,2015,Watch,8.882,0.464
Pakistan,2015,Reserve,0.041,0.002
Pakistan,2015,Other,1.016,0.053
Pakistan,2016,Access,10.06,0.477
Pakistan,2016,Watch,9.93,0.471
Pakistan,2016,Reserve,0.054,0.003
Pakistan,2016,Other,1.037,0.049
Pakistan,2017,Access,9.479,0.466
Pakistan,2017,Watch,9.989,0.491
Pakistan,2017,Reserve,0.066,0.003
Pakistan,2017,Other,0.795,0.039
Pakistan,2018,Access,9.847,0.463
Pakistan,2018,Watch,10.515,0.494
Pakistan,2018,Reserve,0.068,0.003
Pakistan,2018,Other,0.849,0.04
South Africa,2000,Access,6.1,0.611
South Africa,2000,Watch,3.78,0.379
South Africa,2000,Reserve,0,0
South Africa,2000,Other,0.101,0.01
South Africa,2001,Access,5.736,0.594
South Africa,2001,Watch,3.824,0.396
South Africa,2001,Reserve,0,0
South Africa,2001,Other,0.093,0.01
South Africa,2002,Access,5.783,0.605
South Africa,2002,Watch,3.681,0.385
South Africa,2002,Reserve,0,0
South Africa,2002,Other,0.087,0.009
South Africa,2003,Access,6.572,0.644
South Africa,2003,Watch,3.551,0.348
South Africa,2003,Reserve,0.001,0
South Africa,2003,Other,0.077,0.008
South Africa,2004,Access,6.817,0.646
