location,year,AWARE,"DDD/1,000/day",proportion
Germany,2001,Other,0.218,0.014
Germany,2002,Access,8.929,0.561
Germany,2002,Watch,6.769,0.425
Germany,2002,Reserve,0.005,0
Germany,2002,Other,0.221,0.014
Germany,2003,Access,9.422,0.559
Germany,2003,Watch,7.205,0.427
Germany,2003,Reserve,0.006,0
Germany,2003,Other,0.223,0.013
Germany,2004,Access,8.502,0.528
Germany,2004,Watch,7.381,0.458
Germany,2004,Reserve,0.01,0.001
Germany,2004,Other,0.218,0.014
Germany,2005,Access,8.892,0.507
Germany,2005,Watch,8.402,0.479
Germany,2005,Reserve,0.011,0.001
Germany,2005,Other,0.221,0.013
Germany,2006,Access,8.141,0.514
Germany,2006,Watch,7.47,0.472
Germany,2006,Reserve,0.014,0.001
Germany,2006,Other,0.201,0.013
Germany,2007,Access,8.167,0.501
Germany,2007,Watch,7.905,0.485
Germany,2007,Reserve,0.019,0.001
Germany,2007,Other,0.211,0.013
Germany,2008,Access,8.1,0.495
Germany,2008,Watch,8.024,0.49
Germany,2008,Reserve,0.022,0.001
Germany,2008,Other,0.22,0.013
Germany,2009,Access,8.191,0.473
Germany,2009,Watch,8.929,0.515
Germany,2009,Reserve,0.026,0.002
Germany,2009,Other,0.18,0.01
Germany,2010,Access,7.862,0.465
Germany,2010,Watch,8.891,0.526
Germany,2010,Reserve,0.032,0.002
Germany,2010,Other,0.105,0.006
Germany,2011,Access,8.065,0.469
Germany,2011,Watch,9.065,0.527
Germany,2011,Reserve,0.034,0.002
Germany,2011,Other,0.049,0.003
Germany,2012,Access,6.983,0.446
Germany,2012,Watch,8.618,0.55
Germany,2012,Reserve,0.036,0.002
Germany,2012,Other,0.027,0.002
Germany,2013,Access,7.654,0.448
Germany,2013,Watch,9.393,0.549
Germany,2013,Reserve,0.041,0.002
Germany,2013,Other,0.014,0.001
Germany,2014,Access,7.728,0.447
Germany,2014,Watch,9.524,0.55
Germany,2014,Reserve,0.033,0.002
Germany,2014,Other,0.021,0.001
Germany,2015,Access,7.486,0.434
Germany,2015,Watch,9.682,0.562
Germany,2015,Reserve,0.033,0.002
Germany,2015,Other,0.029,0.002
Germany,2016,Access,7.629,0.45
Germany,2016,Watch,9.274,0.547
Germany,2016,Reserve,0.038,0.002
Germany,2016,Other,0.021,0.001
Germany,2017,Access,7.628,0.463
Germany,2017,Watch,8.781,0.533
Germany,2017,Reserve,0.042,0.003
Germany,2017,Other,0.026,0.002
Germany,2018,Access,7.742,0.491
Germany,2018,Watch,7.944,0.504
Germany,2018,Reserve,0.044,0.003
Germany,2018,Other,0.022,0.001
Greece,2000,Other,0.592,0.023
Greece,2000,Access,10.719,0.408
Greece,2000,Watch,14.964,0.569
Greece,2000,Reserve,0.024,0.001
Greece,2001,Other,0.377,0.014
Greece,2001,Access,10.255,0.378
Greece,2001,Watch,16.501,0.608
Greece,2001,Reserve,0.019,0.001
Greece,2002,Other,0.802,0.024
Greece,2002,Access,12.938,0.394
Greece,2002,Watch,19.005,0.579
Greece,2002,Reserve,0.055,0.002
Greece,2003,Other,0.506,0.015
Greece,2003,Access,11.543,0.346
Greece,2003,Watch,21.271,0.638
Greece,2003,Reserve,0.015,0
Greece,2004,Other,0.271,0.008
Greece,2004,Access,11.877,0.348
Greece,2004,Watch,21.917,0.643
Greece,2004,Reserve,0.046,0.001
Greece,2005,Other,0.321,0.009
Greece,2005,Access,12.744,0.352
Greece,2005,Watch,23.033,0.637
Greece,2005,Reserve,0.072,0.002
Greece,2006,Other,0.328,0.008
Greece,2006,Access,13.222,0.341
Greece,2006,Watch,25.133,0.649
Greece,2006,Reserve,0.043,0.001
Greece,2007,Other,0.471,0.011
Greece,2007,Access,12.181,0.291
Greece,2007,Watch,29.122,0.696
Greece,2007,Reserve,0.051,0.001
Greece,2008,Other,0.439,0.011
Greece,2008,Access,13.404,0.328
Greece,2008,Watch,26.959,0.66
Greece,2008,Reserve,0.041,0.001
Greece,2009,Other,0.401,0.009
Greece,2009,Access,14.249,0.325
Greece,2009,Watch,29.124,0.664
Greece,2009,Reserve,0.092,0.002
Greece,2010,Other,0.202,0.005
Greece,2010,Access,12.128,0.312
Greece,2010,Watch,26.44,0.681
Greece,2010,Reserve,0.042,0.001
Greece,2011,Other,0.066,0.002
Greece,2011,Access,12.997,0.326
Greece,2011,Watch,26.832,0.672
Greece,2011,Reserve,0.022,0.001
Greece,2012,Other,0.043,0.001
Greece,2012,Access,11.69,0.349
Greece,2012,Watch,21.747,0.649
Greece,2012,Reserve,0.029,0.001
Greece,2013,Other,0.004,0
Greece,2013,Access,12.433,0.357
Greece,2013,Watch,22.405,0.642
Greece,2013,Reserve,0.03,0.001
Greece,2014,Access,15.699,0.375
Greece,2014,Watch,26.164,0.624
Greece,2014,Reserve,0.031,0.001
Greece,2014,Other,0.015,0
Greece,2015,Access,17.034,0.385
Greece,2015,Watch,27.058,0.612
Greece,2015,Reserve,0.08,0.002
Greece,2015,Other,0.015,0
Greece,2016,Access,17.851,0.423
Greece,2016,Watch,24.271,0.575
Greece,2016,Reserve,0.033,0.001
Greece,2016,Other,0.046,0.001
Greece,2017,Access,17.846,0.419
Greece,2017,Watch,24.676,0.579
Greece,2017,Reserve,0.072,0.002
Greece,2017,Other,0.047,0.001
Greece,2018,Access,19.107,0.416
Greece,2018,Watch,26.706,0.582
Greece,2018,Reserve,0.088,0.002
Greece,2018,Other,0.014,0
Ireland,2000,Other,0.024,0.001
Ireland,2000,Access,9.904,0.555
Ireland,2000,Watch,7.873,0.442
Ireland,2000,Reserve,0.032,0.002
Ireland,2001,Other,0.033,0.002
Ireland,2001,Access,10.621,0.546
Ireland,2001,Watch,8.761,0.45
Ireland,2001,Reserve,0.044,0.002
Ireland,2002,Other,0.01,0.001
Ireland,2002,Access,11.571,0.582
Ireland,2002,Watch,8.252,0.415
Ireland,2002,Reserve,0.038,0.002
Ireland,2003,Other,0.001,0
Ireland,2003,Access,10.986,0.564
Ireland,2003,Watch,8.46,0.434
Ireland,2003,Reserve,0.041,0.002
Ireland,2004,Other,0,0
Ireland,2004,Access,11.397,0.576
Ireland,2004,Watch,8.34,0.421
Ireland,2004,Reserve,0.058,0.003
Ireland,2005,Other,0.009,0
Ireland,2005,Access,12.331,0.6
Ireland,2005,Watch,8.168,0.397
Ireland,2005,Reserve,0.058,0.003
Ireland,2006,Other,0,0
Ireland,2006,Access,12.172,0.571
Ireland,2006,Watch,9.089,0.427
Ireland,2006,Reserve,0.049,0.002
Ireland,2007,Other,0,0
Ireland,2007,Access,12.659,0.565
Ireland,2007,Watch,9.677,0.432
Ireland,2007,Reserve,0.053,0.002
Ireland,2008,Other,0,0
Ireland,2008,Access,12.173,0.56
Ireland,2008,Watch,9.508,0.437
Ireland,2008,Reserve,0.057,0.003
Ireland,2009,Other,0,0
Ireland,2009,Access,12.132,0.58
Ireland,2009,Watch,8.713,0.417
Ireland,2009,Reserve,0.06,0.003
Ireland,2010,Other,0,0
Ireland,2010,Access,11.888,0.588
Ireland,2010,Watch,8.264,0.409
Ireland,2010,Reserve,0.057,0.003
Ireland,2011,Other,0,0
Ireland,2011,Access,13.508,0.589
Ireland,2011,Watch,9.364,0.408
Ireland,2011,Reserve,0.057,0.002
Ireland,2012,Other,0,0
Ireland,2012,Access,13.688,0.591
Ireland,2012,Watch,9.42,0.407
Ireland,2012,Reserve,0.06,0.003
Ireland,2013,Other,0,0
Ireland,2013,Access,14.427,0.6
Ireland,2013,Watch,9.537,0.397
Ireland,2013,Reserve,0.064,0.003
Ireland,2014,Other,0,0
Ireland,2014,Access,15.669,0.623
Ireland,2014,Watch,9.453,0.376
Ireland,2014,Reserve,0.047,0.002
Ireland,2015,Other,0,0
Ireland,2015,Access,17.275,0.65
Ireland,2015,Watch,9.248,0.348
Ireland,2015,Reserve,0.047,0.002
Ireland,2016,Other,0,0
Ireland,2016,Access,16.898,0.646
Ireland,2016,Watch,9.205,0.352
Ireland,2016,Reserve,0.053,0.002
Ireland,2017,Other,0,0
Ireland,2017,Access,16.148,0.642
Ireland,2017,Watch,8.961,0.356
Ireland,2017,Reserve,0.054,0.002
Ireland,2018,Other,0,0
Ireland,2018,Access,16.514,0.656
Ireland,2018,Watch,8.619,0.342
Ireland,2018,Reserve,0.054,0.002
Italy,2000,Other,0.27,0.012
Italy,2000,Access,9.478,0.412
Italy,2000,Watch,13.255,0.576
Italy,2000,Reserve,0.006,0
Italy,2001,Other,0.289,0.012
Italy,2001,Access,10.272,0.42
Italy,2001,Watch,13.89,0.568
Italy,2001,Reserve,0.005,0
Italy,2002,Other,0.254,0.011
Italy,2002,Access,10.178,0.422
Italy,2002,Watch,13.684,0.567
Italy,2002,Reserve,0.005,0
Italy,2003,Other,0.166,0.007
Italy,2003,Access,10.691,0.435
Italy,2003,Watch,13.706,0.558
Italy,2003,Reserve,0.007,0
Italy,2004,Other,0.116,0.005
Italy,2004,Access,10.529,0.443
Italy,2004,Watch,13.121,0.552
Italy,2004,Reserve,0.008,0
Italy,2005,Other,0.107,0.004
Italy,2005,Access,11.102,0.446
Italy,2005,Watch,13.702,0.55
Italy,2005,Reserve,0.01,0
Italy,2006,Other,0.096,0.004
Italy,2006,Access,11.347,0.458
Italy,2006,Watch,13.296,0.537
Italy,2006,Reserve,0.011,0
Italy,2007,Other,0.083,0.003
Italy,2007,Access,11.981,0.47
Italy,2007,Watch,13.406,0.526
Italy,2007,Reserve,0.012,0
Italy,2008,Other,0.069,0.003
Italy,2008,Access,12.58,0.492
Italy,2008,Watch,12.9,0.505
Italy,2008,Reserve,0.018,0.001
Italy,2009,Other,0.059,0.002
Italy,2009,Access,12.555,0.488
Italy,2009,Watch,13.081,0.509
Italy,2009,Reserve,0.024,0.001
Italy,2010,Other,0.025,0.001
Italy,2010,Access,12.107,0.49
Italy,2010,Watch,12.534,0.508
Italy,2010,Reserve,0.03,0.001
Italy,2011,Other,0.005,0
Italy,2011,Access,12.311,0.494
Italy,2011,Watch,12.563,0.504
Italy,2011,Reserve,0.034,0.001
Italy,2012,Other,0,0
Italy,2012,Access,11.967,0.503
Italy,2012,Watch,11.799,0.496
Italy,2012,Reserve,0.038,0.002
Italy,2013,Other,0,0
Italy,2013,Access,12.421,0.506
Italy,2013,Watch,12.096,0.492
Italy,2013,Reserve,0.043,0.002
Italy,2014,Access,12.99,0.521
Italy,2014,Watch,11.911,0.478
Italy,2014,Reserve,0.04,0.002
Italy,2015,Access,12.933,0.522
Italy,2015,Watch,11.824,0.477
Italy,2015,Reserve,0.041,0.002
Italy,2016,Access,12.898,0.534
Italy,2016,Watch,11.218,0.464
Italy,2016,Reserve,0.045,0.002
Italy,2017,Access,12.965,0.54
Italy,2017,Watch,10.985,0.458
Italy,2017,Reserve,0.052,0.002
Italy,2018,Access,13.079,0.543
Italy,2018,Watch,10.932,0.454
Italy,2018,Reserve,0.063,0.003
Luxembourg,2000,Access,12.273,0.502
Luxembourg,2000,Watch,12.124,0.495
Luxembourg,2000,Reserve,0.006,0
Luxembourg,2000,Other,0.065,0.003
Luxembourg,2001,Access,11.987,0.487
Luxembourg,2001,Watch,12.579,0.512
Luxembourg,2001,Reserve,0.02,0.001
Luxembourg,2001,Other,0.004,0
Luxembourg,2002,Access,12.213,0.491
Luxembourg,2002,Watch,12.618,0.507
Luxembourg,2002,Reserve,0.035,0.001
Luxembourg,2002,Other,0.013,0.001
Luxembourg,2003,Access,13.924,0.501
Luxembourg,2003,Watch,13.81,0.497
Luxembourg,2003,Reserve,0.025,0.001
Luxembourg,2003,Other,0.007,0
Luxembourg,2004,Access,11.707,0.477
Luxembourg,2004,Watch,12.84,0.523
Luxembourg,2004,Reserve,0.01,0
Luxembourg,2004,Other,0.007,0
Luxembourg,2005,Access,12.587,0.496
Luxembourg,2005,Watch,12.757,0.503
Luxembourg,2005,Reserve,0.016,0.001
Luxembourg,2005,Other,0,0
Luxembourg,2006,Access,12.649,0.494
Luxembourg,2006,Watch,12.946,0.506
Luxembourg,2006,Reserve,0.005,0
Luxembourg,2006,Other,0.005,0
Luxembourg,2007,Access,13.352,0.511
Luxembourg,2007,Watch,12.735,0.488
Luxembourg,2007,Reserve,0.011,0
Luxembourg,2007,Other,0.008,0
Luxembourg,2008,Access,13.173,0.511
Luxembourg,2008,Watch,12.574,0.488
Luxembourg,2008,Reserve,0.033,0.001
Luxembourg,2008,Other,0.007,0
Luxembourg,2009,Access,13.349,0.487
Luxembourg,2009,Watch,14.051,0.512
Luxembourg,2009,Reserve,0.024,0.001
Luxembourg,2009,Other,0,0
Luxembourg,2010,Access,13.086,0.488
Luxembourg,2010,Watch,13.675,0.51
Luxembourg,2010,Reserve,0.029,0.001
Luxembourg,2010,Other,0.005,0
Luxembourg,2011,Access,15.733,0.532
Luxembourg,2011,Watch,13.808,0.467
Luxembourg,2011,Reserve,0.029,0.001
Luxembourg,2011,Other,0.003,0
Luxembourg,2012,Access,13.976,0.504
Luxembourg,2012,Watch,13.725,0.495
Luxembourg,2012,Reserve,0.022,0.001
Luxembourg,2012,Other,0,0
Luxembourg,2013,Access,14.032,0.506
Luxembourg,2013,Watch,13.665,0.493
Luxembourg,2013,Reserve,0.013,0
Luxembourg,2013,Other,0.01,0
Luxembourg,2014,Access,14.683,0.521
Luxembourg,2014,Watch,13.516,0.479
Luxembourg,2015,Access,14.375,0.518
Luxembourg,2015,Watch,13.399,0.482
Luxembourg,2016,Access,13.41,0.498
Luxembourg,2016,Watch,13.528,0.502
Luxembourg,2017,Access,12.974,0.519
Luxembourg,2017,Watch,12.036,0.481
Luxembourg,2018,Access,13.43,0.542
Luxembourg,2018,Watch,11.367,0.458
Netherlands,2003,Other,0.015,0.003
Netherlands,2003,Access,2.95,0.625
Netherlands,2003,Watch,1.738,0.368
Netherlands,2003,Reserve,0.019,0.004
Netherlands,2004,Other,0.005,0.001
Netherlands,2004,Access,5.459,0.609
Netherlands,2004,Watch,3.444,0.384
Netherlands,2004,Reserve,0.052,0.006
Netherlands,2005,Other,0.002,0
Netherlands,2005,Access,5.621,0.608
Netherlands,2005,Watch,3.561,0.385
Netherlands,2005,Reserve,0.061,0.007
Netherlands,2006,Other,0.003,0
Netherlands,2006,Access,5.616,0.612
Netherlands,2006,Watch,3.49,0.38
Netherlands,2006,Reserve,0.067,0.007
Netherlands,2007,Other,0.006,0.001
Netherlands,2007,Access,5.756,0.616
Netherlands,2007,Watch,3.521,0.377
Netherlands,2007,Reserve,0.064,0.007
Netherlands,2008,Other,0.003,0
Netherlands,2008,Access,6.49,0.646
Netherlands,2008,Watch,3.548,0.353
Netherlands,2008,Reserve,0.002,0
Netherlands,2009,Other,0.002,0
Netherlands,2009,Access,6.603,0.651
Netherlands,2009,Watch,3.528,0.348
Netherlands,2009,Reserve,0.003,0
Netherlands,2010,Other,0.003,0
Netherlands,2010,Access,6.462,0.649
Netherlands,2010,Watch,3.484,0.35
Netherlands,2010,Reserve,0.003,0
Netherlands,2011,Other,0.003,0
Netherlands,2011,Access,6.401,0.646
Netherlands,2011,Watch,3.508,0.354
Netherlands,2011,Reserve,0.003,0
Netherlands,2012,Other,0.003,0
Netherlands,2012,Access,6.306,0.644
Netherlands,2012,Watch,3.472,0.355
Netherlands,2012,Reserve,0.003,0
Netherlands,2013,Other,0.003,0
Netherlands,2013,Access,6.236,0.645
Netherlands,2013,Watch,3.428,0.354
Netherlands,2013,Reserve,0.004,0
Netherlands,2014,Other,0.002,0
Netherlands,2014,Access,6.333,0.649
Netherlands,2014,Watch,3.417,0.35
Netherlands,2014,Reserve,0.003,0
Netherlands,2015,Other,0.001,0
Netherlands,2015,Access,6.618,0.663
Netherlands,2015,Watch,3.355,0.336
Netherlands,2015,Reserve,0.004,0
Netherlands,2016,Other,0,0
Netherlands,2016,Access,6.304,0.669
Netherlands,2016,Watch,3.12,0.331
Netherlands,2016,Reserve,0.004,0
Netherlands,2017,Other,0,0
Netherlands,2017,Access,6.163,0.663
Netherlands,2017,Watch,3.124,0.336
Netherlands,2017,Reserve,0.004,0
Netherlands,2018,Other,0,0
Netherlands,2018,Access,6.276,0.676
Netherlands,2018,Watch,3.009,0.324
Netherlands,2018,Reserve,0.004,0
Norway,2000,Access,10.958,0.772
Norway,2000,Watch,3.227,0.227
Norway,2000,Reserve,0.002,0
Norway,2000,Other,0,0
Norway,2001,Access,11.074,0.754
Norway,2001,Watch,3.604,0.245
Norway,2001,Reserve,0.003,0
Norway,2001,Other,0,0
Norway,2002,Access,11.037,0.738
Norway,2002,Watch,3.906,0.261
Norway,2002,Reserve,0.004,0
Norway,2002,Other,0,0
Norway,2003,Access,10.97,0.741
Norway,2003,Watch,3.838,0.259
Norway,2003,Reserve,0.006,0
Norway,2003,Other,0,0
Norway,2004,Access,10.82,0.738
Norway,2004,Watch,3.835,0.262
Norway,2004,Reserve,0.008,0.001
Norway,2004,Other,0,0
Norway,2005,Access,11.264,0.734
Norway,2005,Watch,4.075,0.266
Norway,2005,Reserve,0.008,0.001
Norway,2005,Other,0,0
Norway,2006,Access,11.671,0.731
Norway,2006,Watch,4.292,0.269
Norway,2006,Reserve,0.009,0.001
Norway,2006,Other,0,0
Norway,2007,Access,11.996,0.73
Norway,2007,Watch,4.43,0.27
Norway,2007,Reserve,0.008,0.001
Norway,2007,Other,0,0
Norway,2008,Access,11.894,0.74
Norway,2008,Watch,4.164,0.259
Norway,2008,Reserve,0.01,0.001
Norway,2008,Other,0,0
Norway,2009,Access,11.599,0.749
Norway,2009,Watch,3.871,0.25
Norway,2009,Reserve,0.011,0.001
Norway,2009,Other,0,0
Norway,2010,Access,11.528,0.743
Norway,2010,Watch,3.984,0.257
Norway,2010,Reserve,0.011,0.001
Norway,2010,Other,0,0
Norway,2011,Access,11.94,0.731
Norway,2011,Watch,4.386,0.268
Norway,2011,Reserve,0.012,0.001
Norway,2011,Other,0,0
Norway,2012,Access,12.254,0.739
Norway,2012,Watch,4.308,0.26
Norway,2012,Reserve,0.012,0.001
Norway,2012,Other,0,0
Norway,2013,Access,11.54,0.74
Norway,2013,Watch,4.048,0.259
Norway,2013,Reserve,0.011,0.001
Norway,2013,Other,0,0
Norway,2014,Access,11.862,0.751
Norway,2014,Watch,3.916,0.248
Norway,2014,Reserve,0.009,0.001
Norway,2015,Access,11.576,0.762
Norway,2015,Watch,3.599,0.237
Norway,2015,Reserve,0.01,0.001
Norway,2016,Access,11.038,0.769
Norway,2016,Watch,3.298,0.23
Norway,2016,Reserve,0.011,0.001
Norway,2017,Access,10.45,0.775
Norway,2017,Watch,3.022,0.224
Norway,2017,Reserve,0.012,0.001
Norway,2018,Access,10.225,0.79
Norway,2018,Watch,2.703,0.209
Norway,2018,Reserve,0.012,0.001
Portugal,2000,Access,13.764,0.554
Portugal,2000,Reserve,0.012,0
Portugal,2000,Other,0.016,0.001
Portugal,2000,Watch,11.052,0.445
Portugal,2001,Access,13.327,0.537
Portugal,2001,Reserve,0.028,0.001
Portugal,2001,Other,0.003,0
Portugal,2001,Watch,11.453,0.462
Portugal,2002,Access,14.299,0.536
Portugal,2002,Reserve,0.031,0.001
Portugal,2002,Other,0,0
Portugal,2002,Watch,12.337,0.463
Portugal,2003,Access,14.179,0.548
Portugal,2003,Reserve,0.022,0.001
Portugal,2003,Other,0.004,0
Portugal,2003,Watch,11.677,0.451
Portugal,2004,Access,13.514,0.534
Portugal,2004,Reserve,0.013,0.001
Portugal,2004,Other,0.004,0
Portugal,2004,Watch,11.78,0.465
Portugal,2005,Access,13.423,0.51
Portugal,2005,Reserve,0.013,0
Portugal,2005,Other,0.005,0
Portugal,2005,Watch,12.903,0.49
Portugal,2006,Access,12.277,0.536
Portugal,2006,Reserve,0.015,0.001
Portugal,2006,Other,0.003,0
Portugal,2006,Watch,10.616,0.463
Portugal,2007,Access,13.239,0.533
Portugal,2007,Reserve,0.019,0.001
Portugal,2007,Other,0,0
Portugal,2007,Watch,11.584,0.466
Portugal,2008,Access,12.594,0.479
Portugal,2008,Reserve,0.033,0.001
Portugal,2008,Other,0.002,0
Portugal,2008,Watch,13.662,0.52
Portugal,2009,Access,12.667,0.509
Portugal,2009,Reserve,0.046,0.002
Portugal,2009,Other,0,0
Portugal,2009,Watch,12.177,0.489
Portugal,2010,Access,11.11,0.549
Portugal,2010,Reserve,0.024,0.001
Portugal,2010,Other,0.002,0
Portugal,2010,Watch,9.096,0.45
Portugal,2011,Access,11.022,0.561
Portugal,2011,Reserve,0.022,0.001
Portugal,2011,Other,0.003,0
Portugal,2011,Watch,8.592,0.437
Portugal,2012,Access,11.002,0.579
Portugal,2012,Reserve,0.023,0.001
Portugal,2012,Other,0.003,0
Portugal,2012,Watch,7.981,0.42
Portugal,2013,Access,11.054,0.588
Portugal,2013,Reserve,0.03,0.002
Portugal,2013,Other,0.002,0
Portugal,2013,Watch,7.723,0.411
Portugal,2014,Access,12.457,0.668
Portugal,2014,Reserve,0.022,0.001
Portugal,2014,Watch,6.181,0.331
Portugal,2014,Other,0.002,0
Portugal,2015,Access,13.018,0.667
Portugal,2015,Reserve,0.023,0.001
Portugal,2015,Watch,6.462,0.331
Portugal,2015,Other,0.002,0
Portugal,2016,Access,13.124,0.681
Portugal,2016,Reserve,0.023,0.001
Portugal,2016,Watch,6.11,0.317
Portugal,2016,Other,0.002,0
Portugal,2017,Access,12.829,0.691
Portugal,2017,Reserve,0.024,0.001
Portugal,2017,Watch,5.72,0.308
Portugal,2017,Other,0,0
Portugal,2018,Access,13.487,0.693
Portugal,2018,Reserve,0.026,0.001
Portugal,2018,Watch,5.936,0.305
Portugal,2018,Other,0,0
Spain,2000,Other,0.03,0.001
Spain,2000,Access,13.686,0.533
Spain,2000,Watch,11.968,0.466
Spain,2000,Reserve,0.007,0
Spain,2001,Other,0.021,0.001
Spain,2001,Access,13.473,0.537
Spain,2001,Watch,11.6,0.462
Spain,2001,Reserve,0.006,0
Spain,2002,Other,0.016,0.001
Spain,2002,Access,13.275,0.542
Spain,2002,Watch,11.205,0.457
Spain,2002,Reserve,0.007,0
Spain,2003,Other,0.006,0
Spain,2003,Access,13.489,0.548
Spain,2003,Watch,11.114,0.451
Spain,2003,Reserve,0.009,0
Spain,2004,Other,0,0
Spain,2004,Access,14.263,0.573
Spain,2004,Watch,10.632,0.427
Spain,2004,Reserve,0.011,0
Spain,2005,Other,0,0
Spain,2005,Access,14.817,0.583
Spain,2005,Watch,10.588,0.417
Spain,2005,Reserve,0.015,0.001
Spain,2006,Other,0,0
Spain,2006,Access,14.424,0.595
Spain,2006,Watch,9.803,0.404
Spain,2006,Reserve,0.019,0.001
Spain,2007,Other,0,0
Spain,2007,Access,15.514,0.597
Spain,2007,Watch,10.454,0.402
Spain,2007,Reserve,0.025,0.001
Spain,2008,Other,0.001,0
Spain,2008,Access,16.154,0.636
Spain,2008,Watch,9.199,0.362
Spain,2008,Reserve,0.033,0.001
Spain,2009,Other,0.001,0
Spain,2009,Access,15.261,0.633
Spain,2009,Watch,8.801,0.365
Spain,2009,Reserve,0.042,0.002
Spain,2010,Other,0.001,0
Spain,2010,Access,14.834,0.639
Spain,2010,Watch,8.325,0.359
Spain,2010,Reserve,0.045,0.002
Spain,2011,Other,0.001,0
Spain,2011,Access,15.944,0.646
Spain,2011,Watch,8.692,0.352
Spain,2011,Reserve,0.05,0.002
Spain,2012,Other,0.001,0
Spain,2012,Access,15.833,0.651
Spain,2012,Watch,8.434,0.347
Spain,2012,Reserve,0.051,0.002
Spain,2013,Other,0.001,0
Spain,2013,Access,17.026,0.665
Spain,2013,Watch,8.535,0.333
Spain,2013,Reserve,0.054,0.002
Spain,2014,Access,20.407,0.734
Spain,2014,Watch,7.289,0.262
Spain,2014,Reserve,0.047,0.002
Spain,2014,Other,0.072,0.003
Spain,2015,Access,21.154,0.727
Spain,2015,Watch,7.805,0.268
Spain,2015,Reserve,0.053,0.002
Spain,2015,Other,0.073,0.003
Spain,2016,Access,20.234,0.721
Spain,2016,Watch,7.696,0.274
Spain,2016,Reserve,0.057,0.002
Spain,2016,Other,0.079,0.003
Spain,2017,Access,19.691,0.72
Spain,2017,Watch,7.512,0.275
Spain,2017,Reserve,0.062,0.002
Spain,2017,Other,0.088,0.003
Spain,2018,Access,19.356,0.719
Spain,2018,Watch,7.399,0.275
Spain,2018,Reserve,0.061,0.002
Spain,2018,Other,0.087,0.003
Sweden,2000,Access,10.751,0.737
Sweden,2000,Watch,3.713,0.255
Sweden,2000,Reserve,0.001,0
Sweden,2000,Other,0.12,0.008
Sweden,2001,Access,10.875,0.734
Sweden,2001,Watch,3.842,0.259
Sweden,2001,Reserve,0.001,0
Sweden,2001,Other,0.102,0.007
Sweden,2002,Access,10.367,0.723
Sweden,2002,Watch,3.89,0.271
Sweden,2002,Reserve,0.002,0
Sweden,2002,Other,0.088,0.006
Sweden,2003,Access,10.132,0.714
Sweden,2003,Watch,3.98,0.28
Sweden,2003,Reserve,0.003,0
Sweden,2003,Other,0.078,0.006
Sweden,2004,Access,9.871,0.709
Sweden,2004,Watch,3.97,0.285
Sweden,2004,Reserve,0.003,0
Sweden,2004,Other,0.069,0.005
Sweden,2005,Access,10.119,0.706
Sweden,2005,Watch,4.134,0.289
Sweden,2005,Reserve,0.004,0
Sweden,2005,Other,0.072,0.005
Sweden,2006,Access,10.331,0.701
Sweden,2006,Watch,4.329,0.294
Sweden,2006,Reserve,0.005,0
Sweden,2006,Other,0.062,0.004
Sweden,2007,Access,10.761,0.7
Sweden,2007,Watch,4.553,0.296
Sweden,2007,Reserve,0.005,0
Sweden,2007,Other,0.06,0.004
Sweden,2008,Access,10.348,0.714
Sweden,2008,Watch,4.1,0.283
Sweden,2008,Reserve,0.005,0
Sweden,2008,Other,0.045,0.003
Sweden,2009,Access,9.661,0.736
Sweden,2009,Watch,3.429,0.261
Sweden,2009,Reserve,0.006,0
Sweden,2009,Other,0.031,0.002
Sweden,2010,Access,9.567,0.742
Sweden,2010,Watch,3.299,0.256
Sweden,2010,Reserve,0.007,0.001
Sweden,2010,Other,0.023,0.002
Sweden,2011,Access,9.667,0.748
Sweden,2011,Watch,3.24,0.251
Sweden,2011,Reserve,0.007,0.001
Sweden,2011,Other,0.001,0
Sweden,2012,Access,9.491,0.75
Sweden,2012,Watch,3.164,0.25
Sweden,2012,Reserve,0.006,0.001
Sweden,2012,Other,0,0
Sweden,2013,Access,8.771,0.745
Sweden,2013,Watch,2.995,0.254
Sweden,2013,Reserve,0.008,0.001
Sweden,2013,Other,0,0
Sweden,2014,Access,8.609,0.723
Sweden,2014,Watch,3.286,0.276
Sweden,2014,Reserve,0.01,0.001
Sweden,2015,Access,8.528,0.729
Sweden,2015,Watch,3.155,0.27
Sweden,2015,Reserve,0.01,0.001
Sweden,2016,Access,8.429,0.726
Sweden,2016,Watch,3.171,0.273
Sweden,2016,Reserve,0.013,0.001
Sweden,2017,Access,8.321,0.738
Sweden,2017,Watch,2.941,0.261
Sweden,2017,Reserve,0.012,0.001
Sweden,2018,Access,7.99,0.737
Sweden,2018,Watch,2.839,0.262
Sweden,2018,Reserve,0.014,0.001
Switzerland,2000,Access,5.079,0.469
Switzerland,2000,Watch,5.741,0.531
Switzerland,2000,Reserve,0.001,0
Switzerland,2000,Other,0,0
Switzerland,2001,Access,5.229,0.482
Switzerland,2001,Watch,5.621,0.518
Switzerland,2001,Reserve,0.003,0
Switzerland,2001,Other,0,0
Switzerland,2002,Access,4.78,0.486
Switzerland,2002,Watch,5.043,0.513
Switzerland,2002,Reserve,0.005,0.001
Switzerland,2002,Other,0,0
Switzerland,2003,Access,5.161,0.501
Switzerland,2003,Watch,5.136,0.499
Switzerland,2003,Reserve,0.005,0.001
Switzerland,2003,Other,0,0
Switzerland,2004,Access,5.064,0.518
Switzerland,2004,Watch,4.71,0.482
